(-2.15616079213513e+32, -940139.4178460982)
(-15533932156843.6, -939655.4101907974)
(-342182386.01385534, -939655.4101907974)
(-38086383.25505015, -939655.4101907974)
(-37988835.46446386, -938522.9656808818)
(-37947835.227828495, -938522.9656808818)
(-37807108.03514432, -849558.0354327715)
(-37740708.93025435, -849558.0354327715)
(-37593235.86311029, -849558.0354327715)
(-37569406.42685751, -849558.0354327715)
(-37433174.49014269, -847955.0129475163)
(-37420367.46051115, -847955.0129475163)
(-37398578.77614304, -847955.0129475163)
(-37379064.177840635, -847955.0129475163)
(-37285473.779323265, -847955.0129475163)
(-37099907.10105763, -847955.0129475163)
(-37014052.965232335, -847955.0129475163)
(-36822509.59358502, -847955.0129475163)
(-36282068.24517083, -847498.576144967)
(-35761675.12411082, -847498.576144967)
(-34977716.85273276, -841256.7272600044)
(-34335863.499186516, -838246.5422360471)
(-34151114.728451654, -837113.2486992269)
(-34072757.00298496, -837113.2486992269)
(-33953027.283051014, -837113.2486992269)
(-33832487.148670346, -837113.2486992269)
(-33733768.09874508, -837113.2486992269)
(-33678004.1581481, -836394.6777480657)
(-33624999.345091574, -835630.9259822384)
(-33585009.13104268, -835630.9259822384)
(-33546173.354201473, -833723.4246142217)
(-33505738.132964402, -833723.4246142217)
(-33497426.16835175, -833723.4246142217)
(-33471439.41892882, -833723.4246142217)
(-33448331.94011816, -832945.7344429779)
(-33416183.022675283, -831983.0601532276)
(-33389004.382138107, -831983.0601532276)
(-33378562.852135036, -831983.0601532276)
(-33365142.35289992, -831983.0601532276)
(-33359814.17671205, -831983.0601532276)
(-33350061.2941921, -831983.0601532276)
