(-383163282.55701506, 0.0)
(-62508133193.6957, 0.0)
(-59725772708.94235, 0.0)
(-270882207700.00583, 0.0)
(-391114972458.50055, 0.0)
(-542685521851.7474, 0.0)
(-518271136705.25104, 0.0)
(-389922987279.63727, 0.0)
(-387588271.37663555, 0.0)
(-301999563593.8967, 0.0)
(-314682239739.5902, 0.0)
(-1223254298553.435, 0.0)
(-1347740603021.3953, 0.0)
(-410698493453.66516, 0.0)
(-582081567745.7721, 0.0)
(-1334109511394.077, 0.0)
(-2122918045913.0535, 0.0)
(-2553359181173.456, 0.0)
(-1752692460115.007, 0.0)
(-2375287870419.295, 0.0)
(-2974259549116.555, 0.0)
(-2701621575421.187, 0.0)
(-2460320942092.1006, 0.0)
(-2044367475852.431, 0.0)
(-1662293811993.4634, 0.0)
(-3795453082535.4893, 0.0)
(-7634084356149.264, 0.0)
(-3624153566497.2017, 0.0)
(-7012506950000.336, 0.0)
(-5570403681863.738, 0.0)
(-6054177869449.365, 0.0)
(-9992447277722.002, 0.0)
(-16566987559797.973, 0.0)
(-12208511144520.432, 0.0)
(-21839497216213.06, 0.0)
(-13205020355948.318, 0.0)
(-15929081620685.188, 0.0)
(-10928511335856.3, 0.0)
(-12233902997520.576, 0.0)
(-17564147273829.59, 0.0)
(-16076076200284.613, 0.0)
(-14218339421227.295, 0.0)
(-18956325653495.59, 0.0)
(-15071188589902.021, 0.0)
(-16166190134259.34, 0.0)
(-42937056378760.445, 0.0)
(-44464763234636.44, 0.0)
(-35098490598552.54, 0.0)
(-33602760406637.812, 0.0)
(-46077527459522.53, 0.0)
(-93405877219430.9, 0.0)
(-81552452119653.39, 0.0)
(-138696277626137.58, 0.0)
(-108799142931889.11, 0.0)
(-119911796839383.03, 0.0)
(-123775868658053.22, 0.0)
(-70034452953983.48, 0.0)
(-82690833431916.66, 0.0)
(-83874343821525.19, 0.0)

