(-1.1241133072574572e+33, -1054475.3740584033)
(-1.0145674980777903e+23, -1054475.3740584033)
(-6.5513807392088936e+16, -1054475.3740584033)
(-13158883759820.14, -1054475.3740584033)
(-645800004.4816544, -995147.0860683855)
(-361969819.41542256, -995147.0860683855)
(-57960554.91971704, -995147.0860683855)
(-20001837.567881204, -994967.7119502246)
(-18597604.055589493, -973508.2907268127)
(-17680591.607159767, -973508.2907268127)
(-16992033.208139293, -973508.2907268127)
(-16781443.44398753, -973508.2907268127)
(-16465051.711624995, -973508.2907268127)
(-16233359.276301423, -973508.2907268127)
(-16067442.295610057, -973508.2907268127)
(-15810724.677577544, -961430.5109348029)
(-15756534.933878973, -961430.5109348029)
(-15756534.933878973, -961430.5109348029)
(-15745047.69867134, -961430.5109348029)
(-15717581.089101983, -961430.5109348029)
(-15669772.11866972, -961430.5109348029)
(-15646193.61129605, -961430.5109348029)
(-15624041.767814524, -961430.5109348029)
(-15599361.126397064, -961430.5109348029)
(-15559286.518401692, -961430.5109348029)
(-15539352.274702627, -961430.5109348029)
(-15534889.83914551, -961430.5109348029)
(-15534889.83914551, -961430.5109348029)
(-15525888.181154909, -961430.5109348029)
(-15504711.851098182, -961430.5109348029)
(-15489903.98542195, -959831.5141524553)
(-15489903.98542195, -959831.5141524553)
(-15458394.049612885, -959831.5141524553)
(-15438280.60391597, -959831.5141524553)
(-15414714.343830355, -959831.5141524553)
(-15410133.276609229, -959831.5141524553)
(-15405636.416814942, -959629.8629548574)
(-15405457.687131371, -959629.8629548574)
(-15405367.122829447, -959629.8629548574)
(-15401890.157730255, -959629.8629548574)
(-15401890.157730255, -959629.8629548574)
(-15393910.295084724, -959629.8629548574)
(-15383572.316944104, -959629.8629548574)
(-15379931.877296114, -959629.8629548574)
(-15372315.293324606, -959629.8629548574)
(-15362267.456434438, -959597.1123316955)
(-15357438.429362234, -959597.1123316955)
(-15356539.154689835, -959597.1123316955)
(-15355390.696031295, -959597.1123316955)
(-15354443.448613284, -959597.1123316955)
(-15354245.199926775, -959597.1123316955)
(-15354003.829116015, -959597.1123316955)
(-15353815.211045524, -959597.1123316955)
(-15353814.8776645, -959597.1123316955)
(-15353737.43247983, -959597.1123316955)
(-15353696.398597654, -959597.1123316955)
(-15353637.55164308, -959597.1123316955)
(-15353565.256634789, -959597.1123316955)
(-15353559.52697096, -959597.1123316955)
(-15353553.797307132, -959597.1123316955)
(-15353553.797307132, -959597.1123316955)
