(-524386497.3533262, -6768128.627526945)
(-108704232.27883974, -6175782.584866121)
(-79395658.48044908, -6175782.584866121)
(-67499533.68546632, -4389359.619251273)
(-61401542.19417672, -4389359.619251273)
(-57453864.98625131, -4389359.619251273)
(-49008317.66004559, -3708711.011897557)
(-44703173.606156915, -2687208.4293281836)
(-39586684.44287063, -2687208.4293281836)
(-32720735.638031386, -2687208.4293281836)
(-27252277.603555456, -2399651.090447213)
(-25677579.947617956, -2399651.090447213)
(-25136392.677107766, -2399651.090447213)
(-24758356.973066352, -2399651.090447213)
(-24223470.154432066, -2399374.656708493)
(-23666410.59036156, -2221314.3305789577)
(-23229700.21120662, -2221314.3305789577)
(-22859426.692841176, -2221314.3305789577)
(-22789524.399321027, -2221314.3305789577)
(-22789199.089406647, -2221314.3305789577)
(-22489989.704344533, -2221314.3305789577)
(-22331284.608729884, -2221314.3305789577)
(-22272777.339429315, -2221314.3305789577)
(-22213872.73646506, -2220611.3828916494)
(-22212359.39768842, -2220611.3828916494)
(-22211111.976552982, -2220611.3828916494)
(-22189540.232458882, -2201255.763567397)
(-22189194.645996526, -2201255.763567397)
(-22173263.01983689, -2201255.763567397)
(-22158466.2532721, -2201255.763567397)
(-22143669.486707307, -2201255.763567397)
(-22094601.5969837, -2201255.763567397)
(-22046142.169809647, -2201255.763567397)
(-22040833.83492892, -2201255.763567397)
(-22035435.458618976, -2201255.763567397)
(-22025954.011085726, -2201249.8111692322)
(-22012302.28603265, -2200962.16635099)
(-22012012.333556376, -2200962.16635099)
(-22011196.490036547, -2200962.16635099)
(-22010615.2480019, -2200962.16635099)
(-22009639.117134444, -2200957.317939858)
(-22009627.966116607, -2200957.317939858)
(-22009421.037508644, -2200766.3887608624)
(-22009316.284983326, -2200766.3887608624)
(-22009316.284983326, -2200766.3887608624)
(-22008829.582324643, -2200766.3887608624)
(-22008268.455765758, -2200627.511207383)
(-22007444.58327467, -2200229.787636772)
(-22005977.18638952, -2200229.787636772)
(-22005820.468568563, -2200229.787636772)
(-22003984.197139423, -2199854.797316244)
(-22003984.197139423, -2199854.797316244)
(-22001763.50444852, -2199854.797316244)
(-22000645.904053725, -2199574.1637004316)
(-22000188.348789416, -2199574.1637004316)
(-21998876.20470185, -2199338.9444111474)
(-21998008.585730687, -2199338.9444111474)
(-21997169.225885056, -2199338.9444111474)
(-21995128.36838954, -2199141.4904476674)
(-21992432.020290874, -2199027.8205929184)
(-21992432.020290874, -2199027.8205929184)
(-21992027.38588052, -2199027.8205929184)
(-21991855.532184448, -2199027.8205929184)
(-21991534.925798777, -2199027.8205929184)
(-21991329.798911233, -2199027.8205929184)
(-21991329.798911233, -2199027.8205929184)
(-21991289.89041198, -2199027.8205929184)
(-21991256.649207626, -2199027.8205929184)
(-21991071.094546285, -2199027.8205929184)
(-21991071.094546285, -2199027.8205929184)
(-21990734.419801824, -2199027.8205929184)
(-21990705.350083508, -2199027.8205929184)
(-21990593.809072156, -2199027.8205929184)
(-21990417.252561994, -2199027.8205929184)
(-21990375.467513837, -2199027.8205929184)
(-21990278.20592918, -2199027.8205929184)
(-21990278.20592918, -2199027.8205929184)
(-21990278.20592918, -2199027.8205929184)
(-21990278.20592918, -2199027.8205929184)
(-21990278.20592918, -2199027.8205929184)
(-21990278.20592918, -2199027.8205929184)
(-21990278.20592918, -2199027.8205929184)
