(-8.59085981051839e+32, -939779.0494907837)
(-2.4211664045571864e+16, -936058.3403877184)
(-2431930404.861339, -926533.458676449)
(-440964588.3639144, -908111.6132789205)
(-39172264.76200828, -908111.6132789205)
(-37939763.10822096, -908111.6132789205)
(-37721917.5336452, -908111.6132789205)
(-37631917.32953648, -908111.6132789205)
(-37559397.40531541, -908111.6132789205)
(-37460756.98096173, -905500.3572855355)
(-37373896.05667753, -905500.3572855355)
(-37332266.31318148, -905500.3572855355)
(-37258281.199549824, -905500.3572855355)
(-37215389.63257756, -905500.3572855355)
(-37155694.14433855, -901571.6339393063)
(-37025947.77233495, -896319.735087991)
(-36926459.8122352, -896319.735087991)
(-36829453.556367956, -896319.735087991)
(-36728277.25546393, -892654.1089483254)
(-36452688.0787555, -892654.1089483254)
(-36201466.76300132, -892654.1089483254)
(-36021903.33460548, -892622.4932383371)
(-35935860.9880032, -892622.4932383371)
(-35907841.12791675, -892622.4932383371)
(-35860554.489472754, -892622.4932383371)
(-35817176.58415615, -891152.0199195344)
(-35787479.389049426, -890703.3764266197)
(-35759429.34456044, -889950.2068187412)
(-35732441.37489966, -889502.0510400787)
(-35717217.24376946, -889502.0510400787)
(-35697318.632960536, -889502.0510400787)
(-35674108.01171518, -889502.0510400787)
(-35653554.84658691, -889464.8575991017)
(-35631148.946304716, -884303.7905901453)
(-35611693.076423995, -884303.7905901453)
(-35596353.641266294, -884303.7905901453)
(-35588442.07673673, -884303.7905901453)
(-35582756.792486325, -884303.7905901453)
(-35578029.20258532, -884303.7905901453)
(-35570185.15544098, -884303.7905901453)
(-35563988.17128624, -884303.7905901453)
(-35522345.156624846, -853931.6180989196)
(-35491461.71203343, -853931.6180989196)
(-35452207.94996187, -853931.6180989196)
(-35395243.23969463, -853931.6180989196)
(-35252084.85124624, -853931.6180989196)
(-35191253.03847461, -853931.6180989196)
(-35049780.08193427, -853931.6180989196)
(-34930815.761968724, -853931.6180989196)
(-1.71807919387741e+32, -910636.2804896198)
(-18558781982533.164, -868559.8110871582)
